time,temperature_2m_max,temperature_2m_min,precipitation_sum,weathercode
2020-03-09,29.6,26.0,2.4,51
2020-03-10,29.5,25.5,5.5,61
2020-03-11,29.7,25.8,24.7,65
2020-03-12,30.4,25.4,3.0,53
2020-03-13,30.4,25.1,0.8,51
2020-03-14,30.6,25.5,0.2,51
2020-03-15,30.8,25.8,0.4,51
2020-03-16,30.8,25.5,0.7,51
2020-03-17,31.0,25.7,0.5,51
2020-03-18,31.2,26.0,0.0,3
2020-03-19,31.3,26.5,0.9,53
2020-03-20,30.9,25.7,0.0,3
2020-03-21,31.3,24.9,26.2,65
2020-03-22,29.3,24.5,9.8,63
2020-03-23,30.0,25.4,1.2,53
2020-03-24,30.0,25.7,2.7,53
2020-03-25,28.7,24.4,3.4,55
2020-03-26,29.9,24.9,0.3,51
2020-03-27,29.9,25.7,0.1,51
2020-03-28,30.3,25.5,0.3,51
2020-03-29,29.7,25.5,2.0,53
2020-03-30,30.7,25.9,0.6,51
2020-03-31,30.9,25.9,0.9,51
2020-04-01,30.9,26.0,0.2,51
2020-04-02,31.3,26.1,0.0,3
2020-04-03,31.1,26.3,1.2,53
2020-04-04,31.0,25.6,0.5,51
2020-04-05,31.1,26.8,0.9,53
2020-04-06,30.7,25.3,4.8,61
2020-04-07,29.7,24.5,8.3,63
2020-04-08,30.7,25.9,10.9,63
2020-04-09,31.1,26.2,1.0,53
2020-04-10,31.4,25.2,1.6,53
2020-04-11,30.5,25.1,1.9,53
2020-04-12,30.6,26.2,0.4,51
2020-04-13,30.7,26.3,1.3,51
2020-04-14,31.0,26.3,3.8,61
2020-04-15,30.2,25.1,4.5,61
2020-04-16,30.8,25.7,0.8,51
2020-04-17,30.9,26.1,0.8,51
2020-04-18,31.1,26.4,0.8,51
2020-04-19,31.3,26.4,2.3,51
2020-04-20,31.4,26.3,0.4,51
2020-04-21,31.1,26.3,6.6,61
2020-04-22,30.7,26.2,8.0,61
2020-04-23,31.5,25.7,4.8,61
2020-04-24,30.9,26.1,7.4,61
2020-04-25,30.9,25.6,3.1,61
2020-04-26,31.7,26.2,9.6,65
2020-04-27,31.4,25.8,0.8,53
2020-04-28,31.9,25.7,11.5,63
2020-04-29,30.7,25.0,15.7,63
2020-04-30,31.3,26.6,6.5,61
2020-05-01,31.0,26.4,4.5,61
2020-05-02,31.1,26.4,8.5,63
2020-05-03,31.0,25.5,9.7,63
2020-05-04,31.3,26.1,0.2,51
2020-05-05,31.1,26.8,2.8,61
2020-05-06,30.6,26.5,4.1,63
2020-05-07,30.3,26.7,9.2,63
2020-05-08,30.2,26.2,1.7,53
2020-05-09,30.7,26.3,4.8,61
2020-05-10,30.7,26.0,2.8,55
2020-05-11,30.7,25.4,2.0,61
2020-05-12,30.2,26.5,7.2,63
2020-05-13,30.5,26.1,6.9,63
2020-05-14,30.9,25.7,14.3,63
2020-05-15,30.2,25.2,10.5,63
2020-05-16,30.4,24.9,7.5,61
2020-05-17,28.5,25.7,14.8,61
2020-05-18,27.5,24.9,39.6,63
2020-05-19,29.0,25.2,28.1,63
2020-05-20,29.9,26.1,9.9,61
2020-05-21,29.7,25.7,7.8,55
2020-05-22,29.3,25.6,3.6,53
2020-05-23,29.2,26.5,9.6,63
2020-05-24,30.0,26.1,6.5,61
2020-05-25,30.9,26.3,9.2,61
2020-05-26,30.5,25.3,14.3,65
2020-05-27,29.7,26.3,11.8,61
2020-05-28,28.4,25.6,22.1,63
2020-05-29,29.8,25.4,22.0,63
2020-05-30,29.9,25.1,25.9,63
2020-05-31,29.8,25.4,9.1,63
2020-06-01,28.9,25.0,16.7,63
2020-06-02,27.7,24.4,41.5,63
2020-06-03,28.3,25.9,13.7,63
2020-06-04,28.9,25.6,15.3,61
2020-06-05,27.6,25.5,17.6,61
2020-06-06,27.1,24.5,31.1,63
2020-06-07,27.1,24.1,46.1,63
2020-06-08,28.8,23.6,3.6,55
2020-06-09,28.2,24.8,7.4,61
2020-06-10,28.6,25.7,13.8,63
2020-06-11,27.4,24.9,11.6,61
2020-06-12,28.1,25.4,18.1,63
2020-06-13,28.6,25.9,14.6,63
2020-06-14,27.6,25.3,29.1,63
2020-06-15,28.4,25.2,12.3,63
2020-06-16,28.4,25.6,13.8,61
2020-06-17,28.0,25.7,11.4,61
2020-06-18,28.4,25.4,6.0,55
2020-06-19,27.5,25.5,16.5,61
2020-06-20,28.8,25.5,4.5,53
2020-06-21,28.4,25.4,27.2,63
2020-06-22,26.3,24.2,40.0,63
2020-06-23,29.1,24.1,5.5,61
2020-06-24,28.6,24.9,8.1,61
2020-06-25,28.4,24.7,16.2,63
2020-06-26,27.8,24.1,20.5,63
2020-06-27,27.3,25.2,14.6,61
2020-06-28,28.4,24.8,11.0,61
2020-06-29,27.3,25.2,30.6,63
2020-06-30,27.9,24.5,7.4,61
2020-07-01,27.7,25.0,16.1,61
2020-07-02,27.7,25.1,11.0,61
2020-07-03,26.6,24.0,30.2,63
2020-07-04,27.4,23.9,8.2,53
2020-07-05,29.0,25.4,9.8,55
2020-07-06,27.8,25.3,14.1,61
2020-07-07,27.9,24.3,9.5,61
2020-07-08,28.3,25.0,1.2,51
2020-07-09,28.2,24.4,7.9,61
2020-07-10,28.1,24.4,11.5,61
2020-07-11,27.8,24.5,12.0,63
2020-07-12,28.8,24.7,9.7,63
2020-07-13,28.3,24.9,17.2,63
2020-07-14,28.8,24.3,4.6,63
2020-07-15,27.3,25.4,14.9,61
2020-07-16,26.7,25.1,24.2,61
2020-07-17,26.4,23.7,33.6,63
2020-07-18,28.9,24.6,5.5,61
2020-07-19,27.8,24.7,2.3,61
2020-07-20,27.7,24.6,9.0,63
2020-07-21,28.8,24.1,2.1,61
2020-07-22,28.5,24.9,16.4,63
2020-07-23,27.7,24.5,7.3,61
2020-07-24,27.7,24.9,12.5,61
2020-07-25,27.4,24.5,11.2,63
2020-07-26,27.3,24.7,5.8,55
2020-07-27,28.6,24.1,2.1,53
2020-07-28,28.1,25.1,19.9,63
2020-07-29,25.9,24.8,65.6,63
2020-07-30,26.8,23.7,40.8,63
2020-07-31,26.7,24.4,27.2,63
2020-08-01,27.3,24.9,20.5,61
2020-08-02,26.7,25.1,19.0,61
2020-08-03,27.1,25.1,19.3,63
2020-08-04,28.2,25.1,13.8,63
2020-08-05,28.0,25.4,12.8,61
2020-08-06,28.3,24.4,32.3,63
2020-08-07,26.5,24.0,62.2,63
2020-08-08,26.0,24.2,43.9,63
2020-08-09,25.2,23.7,82.0,63
2020-08-10,25.9,24.3,24.5,63
2020-08-11,27.4,24.8,9.1,61
2020-08-12,28.0,24.5,2.1,51
2020-08-13,27.5,24.9,3.8,53
2020-08-14,27.6,24.9,3.5,53
2020-08-15,28.3,25.0,3.9,51
2020-08-16,28.2,24.8,2.8,53
2020-08-17,28.6,25.0,2.9,53
2020-08-18,27.9,24.9,3.7,53
2020-08-19,28.5,24.8,1.9,51
2020-08-20,28.0,25.2,2.9,53
2020-08-21,28.4,25.2,2.3,53
2020-08-22,28.5,25.2,1.2,51
2020-08-23,28.1,25.2,5.1,61
2020-08-24,28.6,25.3,3.9,53
2020-08-25,28.9,25.5,2.5,53
2020-08-26,28.8,25.8,1.9,51
2020-08-27,28.5,25.5,3.0,51
2020-08-28,28.4,24.7,1.2,51
2020-08-29,28.1,24.9,3.0,53
2020-08-30,28.3,25.1,8.7,63
2020-08-31,28.6,25.1,8.1,61
2020-09-01,28.1,24.8,10.3,61
2020-09-02,26.3,25.0,30.4,63
2020-09-03,28.7,24.3,37.6,65
2020-09-04,28.9,25.0,2.3,51
2020-09-05,28.0,24.9,6.4,61
2020-09-06,27.4,24.7,21.9,65
2020-09-07,27.2,24.4,20.7,63
2020-09-08,27.8,24.9,14.3,63
2020-09-09,27.3,24.5,21.8,63
2020-09-10,26.5,24.7,26.5,63
2020-09-11,27.1,24.5,27.5,63
2020-09-12,26.7,24.6,10.9,61
2020-09-13,26.4,24.4,13.5,61
2020-09-14,27.0,24.7,16.9,61
2020-09-15,27.0,24.7,11.7,61
2020-09-16,27.8,24.9,9.2,55
2020-09-17,27.2,24.9,7.4,61
2020-09-18,26.9,24.8,11.7,61
2020-09-19,26.7,24.8,25.4,61
2020-09-20,27.3,24.7,16.4,61
2020-09-21,27.0,25.3,12.9,61
2020-09-22,27.9,25.1,8.9,55
2020-09-23,27.6,25.0,5.8,53
2020-09-24,27.9,24.3,8.2,61
2020-09-25,27.5,24.7,2.6,53
2020-09-26,27.4,24.6,9.4,63
2020-09-27,28.2,24.3,2.6,51
2020-09-28,28.0,24.4,1.3,51
2020-09-29,28.2,24.3,3.6,53
2020-09-30,27.2,24.4,3.4,51
2020-10-01,28.2,24.5,2.6,53
2020-10-02,28.4,24.4,4.0,53
2020-10-03,27.8,24.3,2.7,53
2020-10-04,28.6,23.9,1.6,51
2020-10-05,28.3,24.4,0.8,51
2020-10-06,28.5,25.0,8.4,61
2020-10-07,28.1,24.7,6.1,61
2020-10-08,28.0,24.1,33.8,65
2020-10-09,28.3,24.0,9.9,63
2020-10-10,27.5,24.6,15.7,61
2020-10-11,27.2,24.9,15.5,63
2020-10-12,27.2,24.8,15.9,61
2020-10-13,28.0,24.9,7.7,55
2020-10-14,27.5,25.0,9.5,55
2020-10-15,28.3,25.4,8.5,55
2020-10-16,27.3,25.0,12.2,61
2020-10-17,27.9,24.5,2.8,51
2020-10-18,28.1,24.9,4.1,61
2020-10-19,27.9,25.0,4.6,55
2020-10-20,27.7,24.7,11.4,63
2020-10-21,28.2,24.7,4.8,53
2020-10-22,28.6,24.6,2.7,53
2020-10-23,28.5,23.6,0.8,51
2020-10-24,28.7,23.7,0.0,3
2020-10-25,28.9,23.5,0.0,3
2020-10-26,28.8,24.2,0.0,3
2020-10-27,28.6,25.0,4.5,53
2020-10-28,29.4,24.2,8.6,63
2020-10-29,29.0,24.0,3.9,53
2020-10-30,28.4,23.8,2.2,53
2020-10-31,28.7,23.8,0.6,51
2020-11-01,29.1,24.5,3.7,61
2020-11-02,28.8,24.3,2.7,53
2020-11-03,29.2,24.5,2.8,61
2020-11-04,29.0,24.0,20.2,65
2020-11-05,29.0,24.8,4.9,53
2020-11-06,29.1,24.8,0.0,3
2020-11-07,29.8,25.5,0.1,51
2020-11-08,29.3,25.3,6.3,61
2020-11-09,29.3,24.9,2.4,53
2020-11-10,29.7,25.1,1.3,51
2020-11-11,28.8,23.3,0.0,3
2020-11-12,30.0,25.1,0.3,51
2020-11-13,28.8,25.3,9.1,61
2020-11-14,29.7,24.9,0.5,51
2020-11-15,29.6,24.6,4.1,55
2020-11-16,28.8,25.3,5.7,61
2020-11-17,30.7,24.3,9.5,61
2020-11-18,29.8,24.6,11.3,63
2020-11-19,29.4,25.2,1.4,53
2020-11-20,28.5,24.8,2.7,53
2020-11-21,29.5,23.5,0.2,51
2020-11-22,29.0,24.1,0.0,3
2020-11-23,29.3,22.9,0.0,3
2020-11-24,28.9,23.6,0.1,51
2020-11-25,28.9,24.7,1.9,51
2020-11-26,28.6,25.6,6.1,55
2020-11-27,28.7,24.7,3.7,55
2020-11-28,29.5,24.3,2.3,53
2020-11-29,29.1,24.8,0.8,51
2020-11-30,29.6,25.4,0.0,3
2020-12-01,29.7,25.4,0.1,51
2020-12-02,29.3,23.3,0.1,51
2020-12-03,27.2,24.4,5.1,53
2020-12-04,28.9,24.4,5.1,61
2020-12-05,27.0,24.2,5.5,55
2020-12-06,28.5,24.1,7.2,63
2020-12-07,27.5,24.1,29.3,65
2020-12-08,29.4,23.8,0.4,51
2020-12-09,29.7,24.8,0.2,51
2020-12-10,30.1,24.5,0.5,51
2020-12-11,29.0,24.5,1.6,61
2020-12-12,29.1,24.0,1.6,53
2020-12-13,28.5,23.7,0.2,51
2020-12-14,29.8,23.7,0.0,2
2020-12-15,28.6,22.1,0.0,3
2020-12-16,28.2,24.4,4.1,55
2020-12-17,28.1,24.3,4.1,61
2020-12-18,27.6,23.8,1.9,53
2020-12-19,29.8,24.1,0.0,3
2020-12-20,30.4,23.2,0.0,3
2020-12-21,29.9,21.8,0.0,3
2020-12-22,28.5,23.5,2.2,53
2020-12-23,28.8,23.7,0.0,3
2020-12-24,30.0,23.9,0.0,3
2020-12-25,30.8,24.5,0.1,51
2020-12-26,30.2,23.7,0.0,3
2020-12-27,29.3,21.4,0.0,3
2020-12-28,29.1,22.8,0.0,3
2020-12-29,29.1,23.9,0.0,3
2020-12-30,30.6,24.3,0.0,2
2020-12-31,29.8,24.5,2.1,53
2021-01-01,29.8,23.2,0.0,3
2021-01-02,30.3,22.5,0.0,3
2021-01-03,29.1,24.5,0.0,3
2021-01-04,29.7,24.4,0.9,51
2021-01-05,29.7,24.3,4.7,63
2021-01-06,28.8,24.5,7.2,63
2021-01-07,28.9,23.9,9.3,63
2021-01-08,28.2,24.3,53.9,65
2021-01-09,28.5,23.8,3.8,61
2021-01-10,29.2,24.7,2.9,61
2021-01-11,28.0,25.0,1.7,51
2021-01-12,26.6,24.2,25.3,63
2021-01-13,28.6,23.8,10.3,61
2021-01-14,29.0,24.2,1.6,53
2021-01-15,29.1,24.2,0.1,51
2021-01-16,29.8,24.5,2.0,55
2021-01-17,29.1,24.5,4.0,61
2021-01-18,29.1,23.5,0.2,51
2021-01-19,28.6,22.1,0.0,2
2021-01-20,29.0,23.4,0.0,3
2021-01-21,29.1,24.6,0.7,51
2021-01-22,28.9,24.7,0.8,51
2021-01-23,28.5,24.1,4.3,61
2021-01-24,29.0,23.9,0.2,51
2021-01-25,29.4,23.6,0.0,1
2021-01-26,28.2,21.2,0.0,3
2021-01-27,28.6,21.7,0.0,3
2021-01-28,29.4,21.1,0.0,3
2021-01-29,29.1,21.8,0.0,3
2021-01-30,29.5,23.4,0.0,3
2021-01-31,29.7,24.1,1.1,53
2021-02-01,30.8,24.2,0.1,51
2021-02-02,31.3,23.9,0.0,3
2021-02-03,31.0,24.1,0.0,3
2021-02-04,30.7,25.1,0.0,3
2021-02-05,30.8,23.7,0.0,3
2021-02-06,29.9,24.1,2.2,55
2021-02-07,30.9,23.8,0.0,2
2021-02-08,31.7,23.5,0.0,3
2021-02-09,31.4,22.9,0.0,3
2021-02-10,30.7,22.8,0.0,2
2021-02-11,30.7,22.0,0.0,3
2021-02-12,30.7,22.6,0.0,3
2021-02-13,30.3,23.3,0.0,1
2021-02-14,30.0,23.6,0.0,3
2021-02-15,31.3,24.2,0.0,3
2021-02-16,29.8,24.4,1.3,53
2021-02-17,30.4,24.1,2.0,51
2021-02-18,30.1,23.7,2.2,53
2021-02-19,30.1,24.1,1.0,53
2021-02-20,29.6,24.9,1.3,51
2021-02-21,30.0,24.1,1.4,51
2021-02-22,30.1,24.2,1.1,53
2021-02-23,30.4,24.2,0.7,53
2021-02-24,30.4,24.8,0.9,53
2021-02-25,29.4,25.0,2.1,53
2021-02-26,30.0,25.2,2.1,53
2021-02-27,30.7,24.8,3.6,61
2021-02-28,30.9,25.4,0.2,51
2021-03-01,30.1,25.3,0.6,51
2021-03-02,31.2,24.7,0.4,51
2021-03-03,31.8,24.4,0.0,1
2021-03-04,31.1,23.7,0.0,0
2021-03-05,31.5,23.3,0.0,2
2021-03-06,31.2,24.6,0.0,3
2021-03-07,31.4,25.5,0.0,1
2021-03-08,30.9,25.7,0.2,51
2021-03-09,30.6,25.4,0.8,51
2021-03-10,31.7,25.3,2.0,53
2021-03-11,29.7,24.4,7.0,63
2021-03-12,30.5,24.3,2.4,61
2021-03-13,30.8,24.3,0.0,1
2021-03-14,31.5,24.9,0.0,2
2021-03-15,31.4,25.2,0.5,51
2021-03-16,31.8,25.0,0.1,51
2021-03-17,31.4,25.6,0.2,51
2021-03-18,31.4,25.4,1.3,53
2021-03-19,30.4,25.4,2.7,51
2021-03-20,29.2,25.2,3.9,55
2021-03-21,30.2,25.1,0.2,51
2021-03-22,30.5,25.6,0.6,51
2021-03-23,31.0,25.7,2.1,53
2021-03-24,30.5,25.5,1.0,53
2021-03-25,30.2,25.1,3.4,55
2021-03-26,30.0,25.1,0.2,51
2021-03-27,30.3,26.4,2.0,61
2021-03-28,29.1,26.0,3.2,53
2021-03-29,30.0,25.1,1.9,53
2021-03-30,31.6,24.5,0.3,51
2021-03-31,30.7,26.4,3.4,53
2021-04-01,30.4,25.6,6.5,61
2021-04-02,30.8,25.1,0.0,3
2021-04-03,30.7,26.2,0.8,51
2021-04-04,31.0,26.0,0.0,2
2021-04-05,31.0,26.7,0.0,3
2021-04-06,31.1,26.5,0.3,51
2021-04-07,30.4,25.7,4.8,61
2021-04-08,30.4,24.9,1.4,53
2021-04-09,30.2,25.6,3.3,55
2021-04-10,30.4,25.5,2.3,51
2021-04-11,29.7,25.1,5.3,61
2021-04-12,30.1,25.3,10.3,63
2021-04-13,29.8,25.1,1.4,53
2021-04-14,29.0,25.4,6.6,63
2021-04-15,29.5,24.9,2.9,53
2021-04-16,29.6,25.2,5.6,61
2021-04-17,30.3,25.2,3.5,61
2021-04-18,29.0,24.9,20.0,63
2021-04-19,29.7,25.1,4.6,61
2021-04-20,28.8,24.4,11.3,63
2021-04-21,30.2,25.6,5.0,61
2021-04-22,30.0,25.6,1.9,53
2021-04-23,29.4,24.5,4.1,61
2021-04-24,30.3,25.1,7.3,63
2021-04-25,30.4,25.2,5.0,61
2021-04-26,30.1,24.8,5.6,63
2021-04-27,29.8,25.0,9.0,63
2021-04-28,29.8,25.3,12.9,63
2021-04-29,30.3,25.2,2.7,53
2021-04-30,30.5,25.7,10.3,63
2021-05-01,30.9,24.6,7.2,63
2021-05-02,30.2,26.0,7.1,61
2021-05-03,29.5,24.8,12.6,63
2021-05-04,29.7,24.8,9.4,63
2021-05-05,30.3,25.5,5.5,63
2021-05-06,30.7,25.4,10.8,63
2021-05-07,29.7,25.3,11.5,63
2021-05-08,30.3,24.8,0.5,51
2021-05-09,30.3,25.2,6.7,61
2021-05-10,29.6,25.1,11.9,63
2021-05-11,30.0,25.9,19.6,63
2021-05-12,28.9,25.3,17.8,63
2021-05-13,28.4,25.1,18.7,63
2021-05-14,26.8,24.6,94.4,65
2021-05-15,26.9,25.2,90.3,65
2021-05-16,27.7,25.0,42.2,65
2021-05-17,28.9,25.2,8.6,63
2021-05-18,28.9,25.7,10.6,61
2021-05-19,28.8,25.7,24.0,63
2021-05-20,28.9,25.1,24.3,63
2021-05-21,27.4,24.9,18.6,63
2021-05-22,27.8,25.5,20.0,63
2021-05-23,29.5,25.4,5.8,55
2021-05-24,30.3,26.4,4.2,53
2021-05-25,28.2,25.8,28.8,63
2021-05-26,26.5,25.5,34.6,63
2021-05-27,28.6,25.0,10.1,61
2021-05-28,28.1,25.3,5.7,61
2021-05-29,27.7,25.6,9.7,63
2021-05-30,28.5,24.9,2.8,51
2021-05-31,28.5,26.0,8.7,61
2021-06-01,27.9,25.2,11.5,63
2021-06-02,29.5,25.1,5.6,61
2021-06-03,28.8,25.8,19.0,63
2021-06-04,28.9,25.6,19.9,63
2021-06-05,27.4,24.9,35.1,63
2021-06-06,28.1,25.2,10.6,61
2021-06-07,28.9,25.4,5.7,55
2021-06-08,28.3,25.4,17.7,61
2021-06-09,27.9,25.0,6.3,53
2021-06-10,28.4,25.1,4.5,53
2021-06-11,29.6,24.4,7.2,55
2021-06-12,27.5,25.1,16.5,63
2021-06-13,27.6,25.1,30.6,63
2021-06-14,27.0,25.1,17.9,61
2021-06-15,28.5,25.3,13.3,61
2021-06-16,28.2,25.3,14.0,55
2021-06-17,28.6,24.2,16.7,61
2021-06-18,29.3,24.7,4.4,53
2021-06-19,27.4,25.1,5.1,53
2021-06-20,27.6,25.0,5.0,53
2021-06-21,27.9,25.0,4.1,53
2021-06-22,27.6,25.0,18.0,63
2021-06-23,28.6,24.9,12.7,63
2021-06-24,28.0,24.1,3.0,53
2021-06-25,29.2,25.4,1.7,51
2021-06-26,27.2,25.0,9.9,61
2021-06-27,28.0,24.6,11.7,63
2021-06-28,27.4,24.8,14.2,63
2021-06-29,28.8,24.6,1.2,51
2021-06-30,29.1,25.2,1.7,51
2021-07-01,27.6,25.2,12.8,61
2021-07-02,28.2,24.7,10.0,63
2021-07-03,27.9,24.4,18.5,63
2021-07-04,28.4,24.8,18.3,63
2021-07-05,28.8,24.4,3.9,53
2021-07-06,28.1,24.7,4.6,55
2021-07-07,28.2,25.0,11.3,63
2021-07-08,28.0,25.1,11.6,63
2021-07-09,26.3,24.4,41.2,65
2021-07-10,26.4,24.6,64.9,63
2021-07-11,26.6,24.0,23.3,61
2021-07-12,27.8,24.9,10.5,61
2021-07-13,28.1,24.6,10.3,61
2021-07-14,26.5,24.8,18.2,63
2021-07-15,27.7,23.9,3.0,53
2021-07-16,27.0,24.5,13.0,61
2021-07-17,28.3,24.4,7.2,63
2021-07-18,26.5,24.3,15.8,61
2021-07-19,27.3,25.0,7.6,55
2021-07-20,27.7,24.2,4.4,53
2021-07-21,27.8,25.0,9.2,61
2021-07-22,28.0,25.1,10.9,61
2021-07-23,26.9,25.0,12.6,55
2021-07-24,26.8,24.4,28.6,63
2021-07-25,26.5,24.7,22.4,63
2021-07-26,27.1,23.8,10.0,61
2021-07-27,26.7,24.6,9.1,55
2021-07-28,27.3,24.8,9.6,61
2021-07-29,27.8,24.6,3.3,53
2021-07-30,27.8,24.9,3.9,53
2021-07-31,28.3,25.1,4.6,53
2021-08-01,27.9,24.9,3.3,53
2021-08-02,27.2,24.8,6.1,55
2021-08-03,28.1,24.9,5.7,53
2021-08-04,27.6,24.9,6.0,55
2021-08-05,27.1,25.1,10.7,61
2021-08-06,27.5,24.9,18.9,61
2021-08-07,26.4,24.9,20.0,63
2021-08-08,27.1,24.6,14.9,61
2021-08-09,27.4,24.4,18.5,63
2021-08-10,27.4,24.5,11.5,63
2021-08-11,27.6,24.9,19.8,63
2021-08-12,27.1,24.5,13.4,61
2021-08-13,27.4,25.1,6.3,61
2021-08-14,27.0,24.8,6.9,55
2021-08-15,27.1,24.5,3.7,51
2021-08-16,26.6,24.2,6.0,55
2021-08-17,27.2,24.2,21.9,65
2021-08-18,26.6,24.3,22.3,63
2021-08-19,27.0,23.8,6.4,55
2021-08-20,27.8,24.1,1.7,51
2021-08-21,27.4,24.7,4.8,55
2021-08-22,27.7,24.4,0.6,51
2021-08-23,27.1,24.4,18.0,63
2021-08-24,27.6,24.4,2.4,53
2021-08-25,27.9,24.5,4.3,53
2021-08-26,27.8,24.7,12.0,61
2021-08-27,27.4,24.9,26.3,63
2021-08-28,26.3,24.6,29.2,61
2021-08-29,25.1,23.8,73.7,63
2021-08-30,26.1,23.3,29.5,63
2021-08-31,27.9,24.9,4.2,51
2021-09-01,27.7,25.0,4.4,53
2021-09-02,27.3,24.7,8.4,55
2021-09-03,27.2,24.1,7.8,61
2021-09-04,26.5,24.3,13.0,61
2021-09-05,26.7,24.6,20.5,63
2021-09-06,26.2,24.6,12.1,61
2021-09-07,26.7,24.2,12.2,61
2021-09-08,27.2,24.2,5.4,53
2021-09-09,27.4,24.4,3.4,53
2021-09-10,27.9,24.8,4.2,53
2021-09-11,27.1,24.8,4.7,53
2021-09-12,26.8,24.8,11.8,61
2021-09-13,27.5,24.7,10.6,61
2021-09-14,27.6,25.1,10.2,55
2021-09-15,27.6,24.9,8.6,61
2021-09-16,27.0,24.8,6.8,61
2021-09-17,28.4,24.3,1.0,51
2021-09-18,28.0,25.1,2.8,53
2021-09-19,28.2,25.4,2.6,53
2021-09-20,28.5,25.7,2.0,51
2021-09-21,28.3,25.3,3.5,55
2021-09-22,28.3,24.9,1.6,53
2021-09-23,28.4,25.4,5.1,53
2021-09-24,28.3,25.0,3.2,53
2021-09-25,27.5,25.1,7.9,61
2021-09-26,27.9,25.0,10.5,61
2021-09-27,26.4,24.5,27.4,63
2021-09-28,27.0,24.0,23.2,65
2021-09-29,28.0,23.9,10.5,63
2021-09-30,28.1,24.8,7.1,61
2021-10-01,27.2,24.7,28.3,63
2021-10-02,27.7,24.0,87.1,65
2021-10-03,28.2,24.7,12.5,63
2021-10-04,28.4,24.5,14.1,63
2021-10-05,28.6,24.3,30.0,63
2021-10-06,26.9,24.2,22.5,63
2021-10-07,28.8,24.8,6.5,53
2021-10-08,28.2,25.1,16.3,61
2021-10-09,26.5,24.8,23.3,63
2021-10-10,27.6,24.4,14.1,61
2021-10-11,26.6,24.3,46.8,63
2021-10-12,26.0,24.3,58.0,63
2021-10-13,28.2,23.7,3.9,61
2021-10-14,27.9,24.0,12.3,63
2021-10-15,28.1,24.5,2.7,53
2021-10-16,26.5,24.3,57.4,65
2021-10-17,27.7,24.5,42.6,65
2021-10-18,27.1,23.9,8.2,61
2021-10-19,28.6,24.0,0.6,51
2021-10-20,29.3,24.2,12.5,63
2021-10-21,28.7,24.2,14.0,63
2021-10-22,28.4,23.9,2.6,53
2021-10-23,27.6,23.8,22.0,63
2021-10-24,28.0,23.5,0.7,51
2021-10-25,28.8,23.7,21.4,65
2021-10-26,29.0,23.0,5.7,63
2021-10-27,28.8,24.0,15.7,63
2021-10-28,28.4,23.2,0.5,51
2021-10-29,27.2,24.0,2.4,53
2021-10-30,28.0,24.2,7.7,61
2021-10-31,27.2,24.0,13.3,63
2021-11-01,27.4,24.1,10.3,63
2021-11-02,28.2,23.8,37.3,65
2021-11-03,28.2,23.5,8.8,63
2021-11-04,28.1,23.4,19.8,63
2021-11-05,27.0,23.3,27.8,65
2021-11-06,28.2,23.6,3.4,61
2021-11-07,28.5,24.0,2.4,53
2021-11-08,27.4,23.1,10.7,63
2021-11-09,27.3,23.8,2.2,61
2021-11-10,28.3,23.4,0.8,51
2021-11-11,28.9,23.6,2.5,61
2021-11-12,27.6,23.9,8.5,61
2021-11-13,27.4,24.4,38.6,63
2021-11-14,25.9,24.3,63.1,65
2021-11-15,26.9,24.4,44.5,63
2021-11-16,27.6,23.7,14.7,61
2021-11-17,28.7,23.8,3.0,55
2021-11-18,27.2,24.0,10.5,63
2021-11-19,27.5,24.1,27.3,65
2021-11-20,27.8,23.7,13.5,63
2021-11-21,29.3,23.6,0.0,3
2021-11-22,28.5,23.4,0.2,51
2021-11-23,28.5,23.6,16.9,65
2021-11-24,28.0,23.9,1.6,55
2021-11-25,27.8,23.9,5.5,61
2021-11-26,27.9,23.8,12.1,63
2021-11-27,28.8,23.8,6.1,61
2021-11-28,27.8,23.9,27.0,65
2021-11-29,28.2,23.5,1.8,53
2021-11-30,28.6,23.4,29.5,65
2021-12-01,28.7,23.2,10.6,63
2021-12-02,28.8,23.1,1.6,61
2021-12-03,28.4,24.3,2.4,53
2021-12-04,28.0,24.1,2.7,53
2021-12-05,28.8,24.2,0.5,51
2021-12-06,28.3,24.0,1.9,55
2021-12-07,29.2,24.1,0.1,51
2021-12-08,29.9,24.7,1.2,55
2021-12-09,28.9,24.2,0.5,51
2021-12-10,28.7,24.0,1.9,61
2021-12-11,29.0,23.4,0.0,1
2021-12-12,29.2,23.9,0.0,2
2021-12-13,29.2,24.6,0.0,3
2021-12-14,29.6,24.4,2.4,53
2021-12-15,28.6,24.1,1.0,53
2021-12-16,28.6,24.2,0.0,3
2021-12-17,29.2,24.2,0.0,1
2021-12-18,29.2,24.1,0.1,51
2021-12-19,30.5,24.0,0.0,3
2021-12-20,30.0,23.3,0.0,3
2021-12-21,29.4,23.3,0.0,3
2021-12-22,29.1,23.0,0.0,1
2021-12-23,28.8,23.7,0.0,1
2021-12-24,29.2,23.0,0.0,0
2021-12-25,29.1,22.3,0.0,0
2021-12-26,29.1,22.6,0.3,51
2021-12-27,29.0,22.6,0.0,0
2021-12-28,29.1,22.9,0.0,0
2021-12-29,28.9,22.5,0.0,3
2021-12-30,29.7,22.6,0.0,1
2021-12-31,31.2,23.5,0.1,51
2022-01-01,31.1,24.0,0.0,3
2022-01-02,31.7,23.9,0.0,3
