time,temperature_2m_max,temperature_2m_min,precipitation_sum,weathercode
2018-05-14,30.1,24.9,2.2,61
2018-05-15,30.5,25.5,5.2,63
2018-05-16,29.4,24.9,2.4,53
2018-05-17,30.0,25.2,14.3,63
2018-05-18,29.3,24.6,15.9,63
2018-05-19,29.9,25.4,4.2,61
2018-05-20,30.2,25.2,13.9,63
2018-05-21,29.5,25.2,10.7,63
2018-05-22,30.0,25.6,21.0,63
2018-05-23,28.6,25.2,25.3,63
2018-05-24,31.0,24.5,18.7,63
2018-05-25,28.5,24.5,56.4,65
2018-05-26,29.6,24.6,20.6,65
2018-05-27,28.5,24.9,49.2,65
2018-05-28,29.3,24.9,34.7,65
2018-05-29,29.4,26.4,20.1,63
2018-05-30,28.4,25.4,13.2,63
2018-05-31,29.8,25.4,4.7,53
2018-06-01,28.5,25.4,10.3,63
2018-06-02,28.3,25.5,27.2,65
2018-06-03,27.6,24.7,23.7,63
2018-06-04,28.3,25.0,27.0,63
2018-06-05,28.4,24.3,14.0,63
2018-06-06,28.2,25.3,18.3,63
2018-06-07,28.1,25.6,23.7,63
2018-06-08,29.7,25.8,15.5,61
2018-06-09,28.2,26.0,25.3,63
2018-06-10,28.1,26.0,17.2,61
2018-06-11,27.6,25.7,21.5,61
2018-06-12,27.6,25.6,15.3,61
2018-06-13,27.3,25.3,29.4,63
2018-06-14,27.1,25.2,35.3,63
2018-06-15,27.3,25.2,23.2,63
2018-06-16,27.4,25.1,13.5,63
2018-06-17,28.1,25.3,11.2,61
2018-06-18,27.6,24.4,11.0,55
2018-06-19,27.7,24.0,24.9,63
2018-06-20,27.2,24.8,20.2,63
2018-06-21,27.1,25.0,23.5,63
2018-06-22,27.4,25.0,19.6,63
2018-06-23,26.8,24.6,23.6,63
2018-06-24,27.7,24.7,9.9,61
2018-06-25,26.9,24.8,26.4,63
2018-06-26,27.6,24.7,7.4,55
2018-06-27,27.1,25.0,17.2,61
2018-06-28,27.1,24.5,17.6,61
2018-06-29,26.6,24.3,14.5,61
2018-06-30,26.8,24.3,18.0,63
2018-07-01,28.0,24.5,9.4,61
2018-07-02,27.7,24.6,15.7,63
2018-07-03,28.0,24.1,2.5,51
2018-07-04,28.3,25.0,4.7,55
2018-07-05,28.0,24.9,3.0,53
2018-07-06,28.7,25.0,4.9,53
2018-07-07,28.5,25.3,11.8,61
2018-07-08,26.5,24.8,15.4,61
2018-07-09,26.4,24.9,22.2,63
2018-07-10,26.8,24.7,32.2,63
2018-07-11,26.7,24.7,24.8,61
2018-07-12,28.0,24.1,12.8,61
2018-07-13,26.9,25.1,14.9,63
2018-07-14,27.8,25.1,24.8,63
2018-07-15,26.3,24.8,49.1,65
2018-07-16,27.2,24.7,34.2,63
2018-07-17,27.6,24.6,19.3,63
2018-07-18,26.5,24.0,23.0,63
2018-07-19,25.8,24.2,31.9,63
2018-07-20,26.1,24.5,21.3,61
2018-07-21,27.6,24.7,7.8,61
2018-07-22,27.6,25.2,6.8,61
2018-07-23,27.9,24.9,15.3,63
2018-07-24,27.5,24.6,16.2,61
2018-07-25,27.1,25.0,12.2,61
2018-07-26,27.4,24.5,15.3,63
2018-07-27,27.7,24.5,7.3,61
2018-07-28,28.1,24.7,8.8,61
2018-07-29,27.5,24.2,8.3,61
2018-07-30,27.2,24.5,17.0,61
2018-07-31,26.5,23.6,17.6,63
2018-08-01,27.0,23.7,4.5,53
2018-08-02,27.5,24.3,6.6,55
2018-08-03,27.0,24.7,6.3,55
2018-08-04,27.2,24.9,3.9,53
2018-08-05,28.3,25.1,3.9,53
2018-08-06,27.8,24.5,5.2,55
2018-08-07,26.5,24.5,17.4,63
2018-08-08,25.6,24.1,32.5,63
2018-08-09,27.3,23.8,17.1,63
2018-08-10,26.8,24.1,13.4,61
2018-08-11,26.0,24.4,11.6,55
2018-08-12,26.3,23.5,21.5,63
2018-08-13,27.5,22.9,22.4,61
2018-08-14,26.2,23.4,46.0,63
2018-08-15,24.9,24.1,104.9,65
2018-08-16,26.3,24.2,59.2,63
2018-08-17,26.0,23.9,26.5,63
2018-08-18,26.4,24.3,19.5,61
2018-08-19,26.5,24.3,14.0,61
2018-08-20,26.6,24.3,6.5,55
2018-08-21,26.9,24.0,4.4,53
2018-08-22,27.9,24.2,2.2,53
2018-08-23,27.4,24.4,1.6,51
2018-08-24,27.3,24.8,0.8,51
2018-08-25,27.5,24.6,0.8,51
2018-08-26,27.1,24.9,3.6,55
2018-08-27,26.6,24.6,5.9,53
2018-08-28,26.6,23.9,6.0,61
2018-08-29,26.5,24.1,3.1,53
2018-08-30,26.9,24.4,2.2,53
2018-08-31,27.0,24.3,3.6,61
2018-09-01,27.4,24.5,1.5,51
2018-09-02,27.4,24.1,2.2,51
2018-09-03,27.6,24.2,2.4,53
2018-09-04,27.4,24.3,1.1,51
2018-09-05,27.5,24.3,3.4,53
2018-09-06,27.8,24.1,5.2,53
2018-09-07,28.1,24.6,2.0,53
2018-09-08,28.0,24.2,1.9,51
2018-09-09,28.3,24.2,0.1,51
2018-09-10,28.3,24.2,0.4,51
2018-09-11,28.0,24.6,0.0,3
2018-09-12,28.4,25.1,0.2,51
2018-09-13,28.3,24.9,1.5,51
2018-09-14,28.5,24.7,0.0,3
2018-09-15,28.6,24.6,0.0,3
2018-09-16,28.3,24.6,1.3,53
2018-09-17,27.5,24.9,7.4,61
2018-09-18,27.9,24.7,5.3,53
2018-09-19,27.3,24.7,4.0,53
2018-09-20,27.6,24.2,8.0,61
2018-09-21,28.5,24.0,1.5,51
2018-09-22,29.2,24.0,1.4,51
2018-09-23,28.9,24.8,1.6,53
2018-09-24,28.9,23.8,6.8,61
2018-09-25,29.2,24.2,0.1,51
2018-09-26,29.5,25.1,5.1,61
2018-09-27,29.3,24.5,2.5,61
2018-09-28,29.0,24.7,9.6,63
2018-09-29,28.5,24.4,5.9,61
2018-09-30,28.6,24.5,3.8,55
2018-10-01,28.0,24.5,12.2,61
2018-10-02,28.7,24.8,5.6,61
2018-10-03,28.7,24.9,11.8,63
2018-10-04,28.5,24.4,5.4,61
2018-10-05,28.2,24.5,5.1,61
2018-10-06,27.8,24.9,18.1,63
2018-10-07,28.4,24.6,3.6,53
2018-10-08,28.5,24.3,13.8,63
2018-10-09,28.4,24.5,9.6,61
2018-10-10,28.2,24.2,8.7,61
2018-10-11,29.1,24.3,4.6,63
2018-10-12,29.6,25.1,3.5,53
2018-10-13,28.6,24.5,7.5,61
2018-10-14,28.1,24.1,5.3,61
2018-10-15,28.1,24.3,6.2,63
2018-10-16,27.6,24.1,39.8,63
2018-10-17,28.2,23.4,6.7,61
2018-10-18,29.5,24.5,3.8,61
2018-10-19,28.2,23.8,3.5,55
2018-10-20,27.8,23.5,24.1,63
2018-10-21,28.6,24.4,6.5,63
2018-10-22,28.1,23.8,22.9,63
2018-10-23,28.8,23.8,0.7,51
2018-10-24,29.0,24.1,1.7,55
2018-10-25,29.1,24.2,0.8,53
2018-10-26,29.5,24.7,1.4,53
2018-10-27,29.3,25.0,0.0,2
2018-10-28,29.7,24.6,0.8,51
2018-10-29,29.0,24.5,0.3,51
2018-10-30,29.6,24.5,0.0,3
2018-10-31,29.5,25.1,2.4,53
2018-11-01,28.8,24.3,3.5,53
2018-11-02,29.1,24.5,11.4,63
2018-11-03,27.9,24.7,15.2,63
2018-11-04,29.8,24.4,0.0,3
2018-11-05,29.7,25.3,4.0,61
2018-11-06,29.5,24.5,3.3,61
2018-11-07,28.8,24.3,0.3,51
2018-11-08,28.7,24.5,0.3,51
2018-11-09,28.4,24.0,7.7,63
2018-11-10,28.8,24.2,1.8,53
2018-11-11,28.6,24.1,1.0,51
2018-11-12,28.6,23.9,2.3,53
2018-11-13,28.3,24.8,2.3,51
2018-11-14,29.5,24.9,0.3,51
2018-11-15,29.3,24.7,0.1,51
2018-11-16,27.8,24.7,79.5,65
2018-11-17,29.9,24.1,1.5,51
2018-11-18,29.7,24.5,2.6,55
2018-11-19,28.7,24.2,28.4,65
2018-11-20,28.3,24.2,1.9,51
2018-11-21,28.7,25.0,1.2,51
2018-11-22,29.1,25.0,2.4,55
2018-11-23,28.2,25.2,11.9,63
2018-11-24,28.6,24.6,11.1,63
2018-11-25,28.8,24.3,0.6,51
2018-11-26,29.3,24.5,0.3,51
2018-11-27,29.6,24.2,0.0,1
2018-11-28,30.3,23.3,0.0,3
2018-11-29,29.3,24.7,8.7,63
2018-11-30,28.9,24.3,5.1,61
2018-12-01,30.8,24.7,4.8,63
2018-12-02,28.8,24.4,0.1,51
2018-12-03,29.4,24.1,0.1,51
2018-12-04,29.4,24.4,3.3,61
2018-12-05,29.0,24.5,1.0,51
2018-12-06,29.0,25.0,3.7,61
2018-12-07,28.9,25.2,3.2,61
2018-12-08,30.0,24.8,0.0,3
2018-12-09,29.5,24.3,0.3,51
2018-12-10,28.9,24.0,1.1,53
2018-12-11,29.3,24.0,0.0,3
2018-12-12,29.4,24.0,0.4,51
2018-12-13,29.2,24.4,0.6,53
2018-12-14,28.6,24.4,3.0,55
2018-12-15,29.0,24.3,0.1,51
2018-12-16,28.5,23.5,1.5,53
2018-12-17,28.8,23.9,0.8,51
2018-12-18,28.8,23.3,0.0,3
2018-12-19,29.1,24.0,1.3,51
2018-12-20,28.8,23.9,0.3,51
2018-12-21,29.8,24.7,0.0,3
2018-12-22,29.0,24.3,0.2,51
2018-12-23,29.3,24.6,3.0,61
2018-12-24,29.5,24.2,3.0,61
2018-12-25,29.7,24.6,0.9,53
2018-12-26,29.6,25.0,0.6,51
2018-12-27,29.1,24.4,3.2,61
2018-12-28,28.5,23.8,5.2,61
2018-12-29,28.3,23.7,5.4,55
2018-12-30,28.7,24.7,0.5,51
2018-12-31,29.5,23.6,0.0,1
2019-01-01,30.1,22.9,0.0,0
2019-01-02,29.4,21.3,0.0,3
2019-01-03,31.1,20.9,0.0,3
2019-01-04,29.5,21.4,0.0,0
2019-01-05,29.1,21.0,0.0,3
2019-01-06,28.3,21.3,0.0,3
2019-01-07,28.6,21.2,0.0,3
2019-01-08,31.0,22.0,0.0,0
2019-01-09,30.2,22.3,0.0,0
2019-01-10,30.5,21.3,0.0,0
2019-01-11,29.7,22.6,0.0,1
2019-01-12,30.9,22.2,0.0,3
2019-01-13,30.2,23.1,0.0,3
2019-01-14,30.2,21.8,0.0,3
2019-01-15,30.2,23.0,0.0,3
2019-01-16,31.4,23.1,0.0,3
2019-01-17,32.8,22.6,0.0,2
2019-01-18,29.4,21.9,0.0,3
2019-01-19,29.1,22.4,0.0,3
2019-01-20,29.6,21.9,0.0,3
2019-01-21,29.6,20.7,0.0,3
2019-01-22,29.7,21.3,0.0,3
2019-01-23,29.5,21.9,0.0,3
2019-01-24,29.3,23.7,0.5,51
2019-01-25,28.8,24.1,2.0,53
2019-01-26,29.0,23.9,0.1,51
2019-01-27,29.7,24.2,1.2,51
2019-01-28,29.5,23.8,0.9,51
2019-01-29,30.4,24.4,0.1,51
2019-01-30,30.4,24.3,0.2,51
2019-01-31,31.3,24.0,0.6,53
2019-02-01,30.2,23.3,1.4,55
2019-02-02,31.1,23.2,0.0,3
2019-02-03,30.5,23.8,0.8,53
2019-02-04,31.3,23.8,0.0,2
2019-02-05,31.7,24.6,0.0,2
2019-02-06,30.7,24.8,2.9,61
2019-02-07,29.8,24.5,3.1,61
2019-02-08,29.7,25.0,0.9,51
2019-02-09,30.1,25.0,1.4,53
2019-02-10,28.9,23.9,12.6,63
2019-02-11,31.0,24.7,0.3,51
2019-02-12,31.1,24.6,0.0,3
2019-02-13,30.3,24.7,0.3,51
2019-02-14,30.0,24.2,0.0,3
2019-02-15,30.7,25.0,0.6,51
2019-02-16,30.8,25.1,1.0,51
2019-02-17,30.3,24.8,1.7,53
2019-02-18,30.7,25.4,0.0,3
2019-02-19,30.3,24.7,0.3,51
2019-02-20,31.6,25.6,1.6,53
2019-02-21,32.6,25.2,0.3,51
2019-02-22,32.4,23.8,0.0,3
2019-02-23,31.9,23.6,0.0,3
2019-02-24,33.0,24.1,0.0,3
2019-02-25,31.2,24.6,0.0,3
2019-02-26,31.3,25.2,0.1,51
2019-02-27,31.1,25.8,0.6,51
2019-02-28,31.4,26.4,1.2,53
2019-03-01,31.3,24.9,0.0,3
2019-03-02,30.3,25.6,2.7,55
2019-03-03,30.2,24.7,16.6,65
2019-03-04,31.0,25.2,0.0,3
2019-03-05,31.1,25.8,0.0,3
2019-03-06,31.3,26.5,0.2,51
2019-03-07,31.0,25.7,0.0,2
2019-03-08,30.8,26.8,0.3,51
2019-03-09,31.2,25.5,5.3,61
2019-03-10,31.1,24.6,6.8,63
2019-03-11,30.6,25.2,0.4,51
2019-03-12,30.5,25.4,0.3,51
2019-03-13,31.4,24.7,0.0,3
2019-03-14,31.3,25.1,0.0,2
2019-03-15,31.7,25.3,0.0,3
2019-03-16,32.1,25.2,0.0,3
2019-03-17,32.0,25.4,0.0,3
2019-03-18,31.6,26.2,0.5,51
2019-03-19,31.7,26.2,0.7,51
2019-03-20,30.6,26.0,3.1,53
2019-03-21,31.5,24.6,0.2,51
2019-03-22,31.6,26.0,0.7,51
2019-03-23,31.4,26.3,0.9,51
2019-03-24,32.1,26.5,0.2,51
2019-03-25,32.4,26.3,0.7,51
2019-03-26,32.2,25.8,0.4,51
2019-03-27,31.4,26.4,3.3,53
2019-03-28,32.3,26.2,1.3,53
2019-03-29,32.1,25.9,0.7,53
2019-03-30,31.8,25.8,3.9,55
2019-03-31,31.2,24.8,0.8,53
2019-04-01,31.6,26.2,0.4,51
2019-04-02,32.0,26.3,0.1,51
2019-04-03,32.1,27.0,2.6,53
2019-04-04,31.8,26.5,0.8,51
2019-04-05,31.5,26.0,0.2,51
2019-04-06,31.1,26.2,2.0,53
2019-04-07,32.1,26.7,1.4,51
2019-04-08,32.2,26.2,3.4,55
2019-04-09,31.9,25.5,3.0,55
2019-04-10,32.0,25.2,1.5,53
2019-04-11,32.1,26.5,1.0,53
2019-04-12,32.7,26.4,0.1,51
2019-04-13,32.9,26.7,1.7,53
2019-04-14,32.6,26.4,1.3,53
2019-04-15,31.8,26.4,0.4,51
2019-04-16,32.2,25.9,1.8,61
2019-04-17,30.7,25.8,5.3,61
2019-04-18,31.7,25.1,17.3,63
2019-04-19,31.0,24.9,4.2,61
2019-04-20,31.0,25.1,21.3,63
2019-04-21,30.6,24.8,12.1,63
2019-04-22,31.5,26.5,0.4,51
2019-04-23,31.0,25.9,1.4,53
2019-04-24,31.4,27.2,0.1,51
2019-04-25,31.2,26.4,2.3,61
2019-04-26,31.4,27.1,1.3,51
2019-04-27,31.6,27.4,1.4,51
2019-04-28,31.0,27.7,4.2,55
2019-04-29,30.3,27.0,8.7,61
2019-04-30,30.0,25.1,11.4,63
2019-05-01,30.2,24.7,6.4,61
2019-05-02,31.1,26.3,3.5,53
2019-05-03,31.5,28.0,0.4,51
2019-05-04,31.2,26.4,0.1,51
2019-05-05,31.4,26.8,0.3,51
2019-05-06,31.9,26.9,0.8,51
2019-05-07,31.1,26.7,2.9,55
2019-05-08,30.4,27.1,0.9,51
2019-05-09,30.5,25.4,2.4,53
2019-05-10,31.4,26.6,0.0,3
2019-05-11,31.4,27.1,2.5,53
2019-05-12,30.8,26.7,9.7,63
2019-05-13,30.9,26.0,2.1,53
2019-05-14,30.8,27.4,0.7,51
2019-05-15,30.0,27.5,5.3,61
2019-05-16,30.8,26.4,2.2,53
2019-05-17,30.7,27.0,4.3,53
2019-05-18,30.9,26.6,0.9,51
2019-05-19,30.6,26.5,2.1,55
2019-05-20,30.5,26.7,0.7,51
2019-05-21,30.8,27.0,3.1,61
2019-05-22,31.3,26.9,1.8,53
2019-05-23,30.5,25.1,14.5,63
2019-05-24,29.7,25.3,25.4,63
2019-05-25,30.0,25.0,7.8,63
2019-05-26,30.4,26.1,7.9,61
2019-05-27,30.5,25.6,4.0,55
2019-05-28,31.4,26.2,3.4,61
2019-05-29,30.4,26.3,15.6,63
2019-05-30,30.9,25.8,5.3,63
2019-05-31,30.0,25.1,31.3,63
2019-06-01,30.3,25.5,1.8,53
2019-06-02,30.0,26.4,13.9,63
2019-06-03,29.0,26.2,9.0,61
2019-06-04,29.4,25.4,16.8,63
2019-06-05,30.4,24.5,30.0,63
2019-06-06,28.9,25.4,11.0,61
2019-06-07,29.5,26.1,8.9,63
2019-06-08,30.1,25.4,7.8,61
2019-06-09,28.7,25.3,38.3,65
2019-06-10,27.9,24.6,19.0,63
2019-06-11,28.7,26.3,14.4,61
2019-06-12,29.0,25.7,31.8,63
2019-06-13,29.2,25.4,21.1,63
2019-06-14,28.1,25.1,10.7,61
2019-06-15,28.9,26.0,10.3,61
2019-06-16,29.5,26.0,5.0,61
2019-06-17,29.2,26.2,7.5,63
2019-06-18,28.6,25.9,6.3,61
2019-06-19,28.4,25.6,17.2,63
2019-06-20,27.6,25.4,21.9,63
2019-06-21,27.7,25.5,27.6,63
2019-06-22,27.2,25.6,31.8,63
2019-06-23,28.1,25.7,18.3,61
2019-06-24,28.0,25.8,10.2,55
2019-06-25,28.1,25.7,10.4,55
2019-06-26,28.1,25.6,6.5,53
2019-06-27,29.6,25.5,3.9,53
2019-06-28,29.9,26.9,1.8,51
2019-06-29,29.8,26.3,4.4,53
2019-06-30,29.5,25.8,7.8,53
2019-07-01,29.1,25.6,5.6,55
2019-07-02,27.1,25.8,18.3,61
2019-07-03,28.0,25.8,8.0,53
2019-07-04,27.7,25.7,11.2,61
2019-07-05,27.9,25.3,10.5,55
2019-07-06,29.2,25.3,6.0,53
2019-07-07,29.1,26.1,5.1,53
2019-07-08,28.5,25.8,8.7,61
2019-07-09,27.5,24.8,11.8,61
2019-07-10,27.4,24.1,11.4,61
2019-07-11,29.2,24.7,4.4,63
2019-07-12,28.4,25.3,4.9,61
2019-07-13,28.9,25.0,5.7,61
2019-07-14,27.3,24.6,18.2,63
2019-07-15,27.3,25.0,25.3,63
2019-07-16,27.7,24.7,19.1,63
2019-07-17,27.3,25.0,27.6,63
2019-07-18,26.4,25.0,40.5,63
2019-07-19,25.8,25.0,100.4,65
2019-07-20,26.3,24.7,49.8,63
2019-07-21,26.5,24.4,49.2,63
2019-07-22,26.1,24.0,39.3,63
2019-07-23,25.8,23.4,27.8,63
2019-07-24,27.3,23.9,8.0,61
2019-07-25,27.2,24.7,8.6,61
2019-07-26,27.3,24.9,7.3,61
2019-07-27,27.7,24.3,1.3,51
2019-07-28,28.5,24.0,1.7,51
2019-07-29,27.8,24.8,2.0,51
2019-07-30,27.9,24.6,1.4,51
2019-07-31,28.3,24.9,3.5,53
2019-08-01,28.0,25.2,2.5,53
2019-08-02,27.8,25.3,5.0,53
2019-08-03,27.3,25.0,3.8,53
2019-08-04,27.5,25.4,10.4,55
2019-08-05,27.4,25.1,15.2,61
2019-08-06,28.0,25.5,21.2,63
2019-08-07,27.3,25.0,36.9,63
2019-08-08,26.2,24.9,34.5,63
2019-08-09,26.3,24.7,44.3,63
2019-08-10,25.6,24.4,40.6,63
2019-08-11,27.6,23.9,9.5,61
2019-08-12,26.8,23.9,22.6,63
2019-08-13,25.8,24.6,43.0,63
2019-08-14,26.0,24.7,48.9,63
2019-08-15,27.6,24.7,5.7,61
2019-08-16,27.6,24.5,18.0,63
2019-08-17,27.8,24.9,10.2,61
2019-08-18,27.5,24.4,7.9,61
2019-08-19,27.9,24.8,10.4,61
2019-08-20,27.3,24.2,10.7,61
2019-08-21,26.2,24.2,24.7,63
2019-08-22,26.0,23.6,34.1,63
2019-08-23,25.8,23.2,29.7,63
2019-08-24,25.8,23.2,18.4,61
2019-08-25,25.2,24.0,30.2,63
2019-08-26,25.8,23.9,43.3,63
2019-08-27,27.7,24.1,16.4,63
2019-08-28,27.6,24.6,17.1,63
2019-08-29,26.9,24.7,17.1,63
2019-08-30,27.1,24.6,7.5,61
2019-08-31,27.2,25.0,8.5,55
2019-09-01,26.5,24.8,12.9,55
2019-09-02,26.6,24.7,19.5,63
2019-09-03,27.3,24.4,13.6,61
2019-09-04,27.2,25.0,13.5,55
2019-09-05,27.2,24.9,18.3,61
2019-09-06,28.0,25.0,9.9,53
2019-09-07,28.0,25.0,9.3,55
2019-09-08,28.7,25.0,9.4,61
2019-09-09,28.8,25.0,7.7,55
2019-09-10,28.1,24.6,5.9,55
2019-09-11,27.5,25.0,14.4,61
2019-09-12,27.5,24.4,15.3,63
2019-09-13,27.9,24.5,16.4,63
2019-09-14,27.7,25.3,10.9,63
2019-09-15,27.8,25.0,9.5,55
2019-09-16,27.4,24.5,15.6,63
2019-09-17,27.6,25.0,13.3,63
2019-09-18,27.3,24.7,14.6,61
2019-09-19,27.3,24.8,14.6,63
2019-09-20,27.9,25.2,5.8,61
2019-09-21,29.1,24.7,2.3,53
2019-09-22,28.9,25.3,5.3,61
2019-09-23,28.1,25.2,16.5,61
2019-09-24,27.4,24.9,11.7,61
2019-09-25,26.4,24.7,32.1,63
2019-09-26,27.0,23.9,23.4,63
2019-09-27,29.5,24.1,0.0,3
2019-09-28,29.5,24.0,5.5,61
2019-09-29,29.3,24.0,15.6,63
2019-09-30,27.9,23.4,16.3,63
2019-10-01,28.6,24.1,1.3,51
2019-10-02,29.5,24.6,23.2,65
2019-10-03,28.8,23.5,26.1,63
2019-10-04,28.7,23.4,24.8,65
2019-10-05,29.3,24.7,7.1,61
2019-10-06,28.6,23.9,4.8,61
2019-10-07,28.2,24.2,4.6,61
2019-10-08,28.7,24.2,3.0,53
2019-10-09,28.7,24.9,2.1,51
2019-10-10,29.0,24.8,3.5,53
2019-10-11,29.1,24.9,7.6,63
2019-10-12,28.9,24.1,13.2,63
2019-10-13,29.1,24.4,12.7,61
2019-10-14,29.3,23.8,9.4,63
2019-10-15,29.0,24.6,3.1,61
2019-10-16,28.8,24.6,40.4,65
2019-10-17,28.9,24.4,14.9,63
2019-10-18,29.1,24.4,17.9,63
2019-10-19,29.1,24.0,4.4,61
2019-10-20,27.8,24.3,17.8,63
2019-10-21,26.5,23.9,119.4,65
2019-10-22,27.1,24.0,19.3,61
2019-10-23,28.3,24.1,20.1,63
2019-10-24,28.4,24.3,40.0,65
2019-10-25,28.7,23.7,8.5,55
2019-10-26,26.7,24.4,14.1,61
2019-10-27,29.1,24.1,2.0,53
2019-10-28,30.3,25.4,1.8,53
2019-10-29,29.2,24.7,0.0,3
2019-10-30,27.6,24.6,23.4,65
2019-10-31,26.3,23.3,79.5,65
2019-11-01,29.5,23.4,0.0,3
2019-11-02,29.2,23.5,0.2,51
2019-11-03,28.7,24.1,11.9,63
2019-11-04,29.0,24.1,9.1,61
2019-11-05,29.6,24.5,2.5,55
2019-11-06,28.7,24.6,2.4,53
2019-11-07,29.3,24.9,6.2,63
2019-11-08,28.7,25.1,6.8,55
2019-11-09,29.2,24.8,3.1,55
2019-11-10,28.9,24.3,15.5,63
2019-11-11,28.8,24.4,5.2,61
2019-11-12,29.1,24.2,0.6,51
2019-11-13,29.3,25.2,0.1,51
2019-11-14,29.6,24.9,0.0,3
2019-11-15,29.6,25.4,0.5,51
2019-11-16,28.7,25.2,5.8,61
2019-11-17,29.1,24.5,7.0,63
2019-11-18,29.4,25.0,2.7,61
2019-11-19,28.8,25.3,13.0,63
2019-11-20,29.3,24.9,17.1,63
2019-11-21,29.2,24.3,1.4,53
2019-11-22,29.4,24.8,1.5,55
2019-11-23,29.6,25.6,0.2,51
2019-11-24,30.2,25.3,1.3,51
2019-11-25,29.7,25.4,0.4,51
2019-11-26,29.6,25.7,0.1,51
2019-11-27,30.0,25.4,0.0,3
2019-11-28,30.8,25.7,0.1,51
2019-11-29,31.0,26.0,1.3,53
2019-11-30,29.3,25.4,16.9,63
2019-12-01,27.2,25.0,21.7,63
2019-12-02,29.5,24.6,2.2,61
2019-12-03,29.3,24.6,0.5,51
2019-12-04,30.4,24.6,0.0,3
2019-12-05,30.2,25.3,0.5,51
2019-12-06,30.3,24.5,0.0,3
2019-12-07,29.3,23.9,0.0,3
2019-12-08,30.5,24.7,0.1,51
2019-12-09,30.3,24.6,0.0,3
2019-12-10,30.0,24.8,0.0,3
2019-12-11,30.4,24.5,0.0,3
2019-12-12,29.3,24.8,1.8,53
2019-12-13,29.5,24.3,1.0,53
2019-12-14,28.7,24.9,2.0,53
2019-12-15,29.6,24.4,0.0,3
2019-12-16,29.6,24.2,0.0,3
2019-12-17,30.1,23.6,0.2,51
2019-12-18,30.0,24.2,0.0,3
2019-12-19,30.7,24.5,0.0,3
2019-12-20,29.4,24.9,0.7,51
2019-12-21,30.2,24.3,0.9,51
2019-12-22,32.0,24.1,0.0,3
2019-12-23,29.6,25.3,0.0,3
2019-12-24,29.3,24.8,0.2,51
2019-12-25,30.6,25.2,1.3,55
2019-12-26,30.1,25.5,0.8,51
2019-12-27,29.9,25.1,1.2,53
2019-12-28,30.0,25.4,0.7,51
2019-12-29,30.5,25.3,0.2,51
2019-12-30,30.3,24.4,0.5,51
2019-12-31,29.7,24.6,0.0,3
2020-01-01,29.8,25.3,0.4,51
2020-01-02,30.4,25.1,0.5,51
2020-01-03,31.0,25.6,0.2,51
2020-01-04,30.5,25.2,0.8,51
2020-01-05,30.2,25.1,1.2,53
2020-01-06,31.2,25.5,0.4,51
2020-01-07,31.1,25.5,0.0,3
2020-01-08,31.0,25.1,0.1,51
2020-01-09,30.2,24.6,0.6,51
2020-01-10,30.4,24.4,0.3,51
2020-01-11,32.0,23.7,0.0,3
2020-01-12,30.3,22.7,0.0,2
2020-01-13,30.6,23.0,0.2,51
2020-01-14,29.9,23.9,0.3,51
2020-01-15,29.6,23.9,0.0,3
2020-01-16,29.5,24.3,1.4,51
2020-01-17,29.6,23.8,0.4,51
2020-01-18,30.9,24.2,0.0,3
2020-01-19,30.5,25.5,1.4,53
2020-01-20,30.9,25.0,0.4,51
2020-01-21,31.2,24.2,0.5,51
2020-01-22,32.9,24.8,0.0,1
2020-01-23,32.6,25.5,0.0,2
2020-01-24,31.9,25.1,0.0,1
2020-01-25,31.2,24.4,0.0,3
2020-01-26,30.1,24.2,0.4,51
2020-01-27,30.1,24.3,0.3,51
2020-01-28,30.4,24.4,0.6,51
2020-01-29,31.1,24.8,0.4,51
2020-01-30,31.0,24.9,1.8,53
2020-01-31,31.1,25.0,0.3,51
2020-02-01,29.4,24.8,2.6,53
2020-02-02,28.9,24.4,4.2,53
2020-02-03,29.6,24.1,1.1,53
2020-02-04,30.6,23.9,0.7,51
2020-02-05,29.8,24.5,1.0,53
2020-02-06,30.1,24.6,1.7,53
2020-02-07,28.1,25.1,7.1,55
2020-02-08,29.6,24.6,0.0,3
2020-02-09,29.9,24.1,0.0,3
2020-02-10,30.8,24.7,0.0,3
2020-02-11,31.8,24.8,0.9,53
2020-02-12,31.5,24.4,0.0,2
2020-02-13,31.4,25.3,0.2,51
2020-02-14,31.0,24.9,0.0,3
2020-02-15,30.0,24.9,0.5,51
2020-02-16,31.1,25.7,0.3,51
2020-02-17,32.2,25.2,0.0,3
2020-02-18,31.1,24.6,0.0,3
2020-02-19,31.1,24.4,0.1,51
2020-02-20,30.9,24.0,0.0,0
2020-02-21,32.0,23.6,0.0,0
2020-02-22,34.0,25.9,0.0,3
2020-02-23,33.1,25.7,0.0,3
2020-02-24,32.6,24.8,0.0,3
2020-02-25,32.4,24.9,0.1,51
2020-02-26,32.2,25.3,0.2,51
2020-02-27,30.8,25.9,0.8,51
2020-02-28,30.7,24.9,3.4,61
2020-02-29,30.2,24.9,5.8,61
2020-03-01,29.9,25.7,1.3,51
2020-03-02,30.2,25.2,0.1,51
2020-03-03,29.2,24.6,5.6,55
2020-03-04,29.8,25.0,4.6,61
2020-03-05,29.4,25.2,9.4,61
2020-03-06,29.9,24.7,1.9,51
2020-03-07,29.4,25.2,2.8,53
2020-03-08,28.9,25.6,3.1,53
